code,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
SRB,Kosovo,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,Serbia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,Kosovo,total_fuel_combustion,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.210994052,6.591012884,6.553401136,6.893801315,6.961917042,6.759133436,6.822247137,7.14961929,7.710998006,8.557774924,8.86518894,8.748549606,8.258751953,8.437511079,7.551408512,8.774628703,9.295050336,8.342857549,8.452695195,8.801460486,9.065154953
SRB,Serbia,total_fuel_combustion,MtCO2eq,,,,,,,,,,,,,,,,,,,,62.89094833,53.00277735,48.7146174,43.42927816,39.56707242,45.15926943,52.37547014,57.10171091,57.01411783,40.67642398,43.63462852,45.71482625,49.33862382,52.93872852,57.20343121,50.27752889,52.4073377,50.86484202,49.14284298,46.55424158,46.79661559,50.94368195,45.62968043,46.37924018,38.95085066,45.38129922,46.57866188,47.24594696,46.00609016,45.84458175,46.1645423
SRB,Kosovo,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.117113966,5.225127629,5.19029348,5.473182844,5.512688542,5.271699786,5.255791287,5.497692651,5.936918396,6.740176716,7.118046247,6.898197873,6.506754656,6.650699643,5.802389901,6.651757684,7.172172481,6.034947711,6.115344347,6.397790278,6.744233939
SRB,Serbia,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,42.44767387,36.50788374,37.29866978,34.62734064,31.73571644,37.13176929,38.45481908,39.60464945,42.96255358,31.74985193,36.00613057,34.7392316,36.75652476,39.36811756,41.03403537,34.29256451,35.61950495,33.70747978,34.3982207,32.72521519,32.56039171,36.88819536,32.06478402,33.25556156,26.5751524,32.61051145,33.35096681,33.49011206,31.94214868,31.69375294,32.63463939
SRB,Kosovo,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025757641,1.297131048,1.293920673,1.351070251,1.379680279,1.41788543,1.49690763,1.58543422,1.692202174,1.73517217,1.664166106,1.765413514,1.665116748,1.699971343,1.660742457,2.03039544,1.994153103,2.176611487,2.204254275,2.271397044,2.18406346
SRB,Serbia,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,13.89111865,10.20195063,6.350490439,5.541685265,5.070786458,4.906094448,9.604496916,12.75491774,9.615845278,5.646251306,4.14756594,7.146872005,8.737157643,9.563251201,11.15881095,11.72409734,12.7061754,12.18831449,10.1339383,10.35780772,10.01010718,9.746744044,9.328252305,8.694683779,8.741415223,8.882140357,9.262729343,9.301290559,9.410776297,9.729529798,9.153804807
SRB,Kosovo,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SRB,Serbia,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,6.126734545,5.924245731,4.791502718,2.986297793,2.492855914,2.853692072,4.048440534,4.474430103,4.168005355,3.012607121,3.18888082,3.536671444,3.552890215,3.715308564,4.718533701,3.968815846,3.762438223,4.612636671,4.323566245,3.086087369,3.811589512,3.933118018,3.883936928,4.10800713,3.290265967,3.544566976,3.61816835,4.121205964,4.315291816,4.070305721,4.015234923
SRB,Kosovo,marine_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRB,Serbia,marine_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009720188,0.029160255,0.048600321,0.076208126,0.063506513,0.045512174,0.053739478,0.050759294,0.0
SRB,Kosovo,int_aviation_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049192007,0.036893856,0.036893856,0.043042931,0.046117619,0.006149076,0.012297852,0.012297852,0.017730568,0.009186643,0.007434212,0.0
SRB,Serbia,int_aviation_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,0.430429911,0.307449894,0.184469876,0.046117619,0.043042931,0.107607478,0.181395488,0.196768028,0.202917103,0.095309626,0.08916055,0.144501633,0.175246412,0.190618952,0.141426945,0.147576021,0.159873873,0.144501633,0.152995136,0.127475008,0.130663451,0.146604168,0.121098721,0.133851594,0.21355608,0.192437997,0.356913873,0.397564008,0.419229172,0.426494329,0.0
SRB,Kosovo,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,Serbia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
